Start Location,Start Geofence,End Location,End Geofence,Distance,Registration
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.13,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,2.31,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,2.25,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,14.14,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,1.61,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,2.94,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,0.16,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,2.6,T240EBJ
"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,12.68,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mashine ya Maji,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Gogo,0.54,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Gogo,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,11.33,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,1.96,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,3.42,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.68,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,0.0,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",GODWIN MILLING,11.08,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",GODWIN MILLING B,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,2.38,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.65,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.44,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,13.26,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Katundu,3.2,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Katundu,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,5.8,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,0.14,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,0.0,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.16,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,2.48,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,0.0,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,0.0,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.17,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.46,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MDRS,6.98,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MDRS,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,3.81,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,2.32,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.51,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.0,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Bigwa, Morogoro Urban, Morogoro, Tanzania",,9.99,T240EBJ
"Bigwa, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,10.49,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.22,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,12.49,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"A7, Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"A7, Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Main, Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,2.76,T240EBJ
"Main, Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,"Main, Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Main, Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,5.64,T240EBJ
"A7, Kichangani, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,6.45,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,3.11,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,16.74,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"A7, Mazimbu, Morogoro Urban, Morogoro, Tanzania",Natujwa,3.42,T240EBJ
"A7, Mazimbu, Morogoro Urban, Morogoro, Tanzania",Natujwa,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,1.1,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,"Dar Es Salaam, Boma, Morogoro Urban, Morogoro, Tanzania",,3.34,T240EBJ
"Dar Es Salaam, Boma, Morogoro Urban, Morogoro, Tanzania",,"Boma, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Boma, Morogoro Urban, Morogoro, Tanzania",,"Kichangani, Morogoro Urban, Morogoro, Tanzania",,1.37,T240EBJ
"Kichangani, Morogoro Urban, Morogoro, Tanzania",,"Kichangani, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Kichangani, Morogoro Urban, Morogoro, Tanzania",,"Kichangani, Morogoro Urban, Morogoro, Tanzania",,0.11,T240EBJ
"Kichangani, Morogoro Urban, Morogoro, Tanzania",,"Kichangani, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Kichangani, Morogoro Urban, Morogoro, Tanzania",,"Kichangani, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Kichangani, Morogoro Urban, Morogoro, Tanzania",,"Mikese, Morogoro, Morogoro, Tanzania",Mchiro Milling,26.75,T240EBJ
"Mikese, Morogoro, Morogoro, Tanzania",Mchiro Milling,"Mikese, Morogoro, Morogoro, Tanzania",Mchiro Milling,0.0,T240EBJ
"Mikese, Morogoro, Morogoro, Tanzania",Mchiro Milling,"Mikese, Morogoro, Morogoro, Tanzania",,0.72,T240EBJ
"Mikese, Morogoro, Morogoro, Tanzania",,"Mikese, Morogoro, Morogoro, Tanzania",CHIM MILLERS,1.69,T240EBJ
"Mikese, Morogoro, Morogoro, Tanzania",CHIM MILLERS,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,30.09,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,4.78,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Station, Kingo, Morogoro Urban, Morogoro, Tanzania",,6.05,T240EBJ
"Station, Kingo, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,12.59,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,12.59,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,3.14,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Lumumba, Sabasaba, Morogoro Urban, Morogoro, Tanzania",,6.85,T240EBJ
"Lumumba, Sabasaba, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,4.78,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,5.38,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Hamisi Nyange,1.72,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Hamisi Nyange,"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,0.98,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Duma milling,1.86,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Duma milling,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,1.34,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.37,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Madaraka, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",,11.7,T240EBJ
"Madaraka, Mji mkuu, Morogoro Urban, Morogoro, Tanzania",,"Sultan Area, Morogoro Urban, Morogoro, Tanzania",,1.0,T240EBJ
"Sultan Area, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Duma milling,0.67,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Duma milling,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Winome Food Stu,0.28,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Winome Food Stuffs,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,1.84,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.04,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mama Tunu,11.94,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Mama Tunu,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.41,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.91,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",GODWIN MILLING,2.52,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",GODWIN MILLING B,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,15.15,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,1.88,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,2.23,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,3.66,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Senzige milling,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,0.14,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MDRS,15.0,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MDRS,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,3.56,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,1.11,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",WANDE MILLING,15.33,T240EBJ
"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",WANDE MILLING,"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",Mwite,0.48,T240EBJ
"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",Mwite,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,13.13,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Kichangani, Morogoro Urban, Morogoro, Tanzania",,5.34,T240EBJ
"Kichangani, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,5.19,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Kihonda, Morogoro Urban, Morogoro, Tanzania",Kala Investments,10.42,T240EBJ
"Kihonda, Morogoro Urban, Morogoro, Tanzania",Kala Investments,"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",Mwite,7.79,T240EBJ
"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",Mwite,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,14.42,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,0.16,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",Pema/Nunge,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,2.35,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Kichangani, Morogoro Urban, Morogoro, Tanzania",,3.16,T240EBJ
"Kichangani, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,10.72,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MDRS,11.51,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",MDRS,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,8.41,T240EBJ
"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Duma milling,1.32,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Duma milling,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.68,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Duma milling,2.78,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Duma milling,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,0.78,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,3.48,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,0.0,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.53,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,11.54,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.94,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.96,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,1.21,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,10.2,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,0.61,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,1.86,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,0.73,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",KB Nunge,"Kichangani, Morogoro Urban, Morogoro, Tanzania",,4.69,T240EBJ
"Kichangani, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,9.62,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Bigwa, Morogoro Urban, Morogoro, Tanzania",,10.42,T240EBJ
"Bigwa, Morogoro Urban, Morogoro, Tanzania",,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,7.53,T240EBJ
"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.65,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,4.89,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",Mkozi Mills,"A7, Mazimbu, Morogoro Urban, Morogoro, Tanzania",Natujwa,0.63,T240EBJ
"A7, Mazimbu, Morogoro Urban, Morogoro, Tanzania",Natujwa,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,1.37,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,0.36,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",Kanaani,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,1.39,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,4.33,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,1.06,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,2.27,T240EBJ
"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",,"Kingo, Morogoro Urban, Morogoro, Tanzania",,0.59,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.13,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,0.51,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Amani Milling  B,0.15,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",Amani Milling  B,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,12.43,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,13.12,T240EBJ
"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,2.68,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,3.01,T240EBJ
"Sabasaba, Morogoro Urban, Morogoro, Tanzania",,"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,1.86,T240EBJ
"Uwanja wa ndege, Morogoro Urban, Morogoro, Tanzania",,"Kihonda, Morogoro Urban, Morogoro, Tanzania",Sozi Integrity A,9.47,T240EBJ
"Kihonda, Morogoro Urban, Morogoro, Tanzania",Sozi Integrity A,"Kihonda, Morogoro Urban, Morogoro, Tanzania",Sozi Integrity A,0.0,T240EBJ
"Kihonda, Morogoro Urban, Morogoro, Tanzania",Sozi Integrity A,"Kihonda, Morogoro Urban, Morogoro, Tanzania",MWENDI MILLING,6.3,T240EBJ
"Kihonda, Morogoro Urban, Morogoro, Tanzania",MWENDI MILLING,"Kihonda, Morogoro Urban, Morogoro, Tanzania",MWENDI MILLING,0.0,T240EBJ
"Kihonda, Morogoro Urban, Morogoro, Tanzania",MWENDI MILLING,"Kihonda, Morogoro Urban, Morogoro, Tanzania",MWENDI MILLING,0.0,T240EBJ
"Kihonda, Morogoro Urban, Morogoro, Tanzania",MWENDI MILLING,"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",Zakaria and Sup,3.66,T240EBJ
"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",Zakaria and Supply Co. Ltd,"Mvomero, Morogoro, Tanzania",BRYAN MILLING,21.81,T240EBJ
"Mvomero, Morogoro, Tanzania",BRYAN MILLING,"B129, Mvomero, Morogoro, Tanzania",HIGHWAY MILLING,1.57,T240EBJ
"B129, Mvomero, Morogoro, Tanzania",HIGHWAY MILLING,"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",Zakaria and Sup,22.46,T240EBJ
"B129, Kihonda, Morogoro Urban, Morogoro, Tanzania",Zakaria and Supply Co. Ltd,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,12.68,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",Sanku : Morogoro,"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,2.3,T240EBJ
"Mji mpya, Morogoro Urban, Morogoro, Tanzania",,"Kingo, Morogoro Urban, Morogoro, Tanzania",,0.34,T240EBJ
"Kingo, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,15.01,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Safi Milling Morog,0.54,T240EBJ
"A7, Kingolwira, Morogoro Urban, Morogoro, Tanzania",Safi Milling Morogoro,"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,11.41,T240EBJ
"Mwembesongo, Morogoro Urban, Morogoro, Tanzania",,"Kihonda, Morogoro Urban, Morogoro, Tanzania",MWENDI MILLING,8.87,T240EBJ
"Kihonda, Morogoro Urban, Morogoro, Tanzania",MWENDI MILLING,"Station, Kingo, Morogoro Urban, Morogoro, Tanzania",,11.82,T240EBJ
"Station, Kingo, Morogoro Urban, Morogoro, Tanzania",,"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,12.58,T240EBJ
"Kingolwira, Morogoro Urban, Morogoro, Tanzania",,"Bigwa, Morogoro Urban, Morogoro, Tanzania",,15.81,T240EBJ
"Bigwa, Morogoro Urban, Morogoro, Tanzania",,"Bigwa, Morogoro Urban, Morogoro, Tanzania",,0.0,T240EBJ
