Start Location,Start Geofence,End Location,End Geofence,Distance,Registration
"Yombo Vituka, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,5.76,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,20.48,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Manzese, Kinondoni, Dar es Salaam, Tanzania",New Ushindi,5.07,T141DKS
"Manzese, Kinondoni, Dar es Salaam, Tanzania",New Ushindi,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Isanga,0.37,T141DKS
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Isanga,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Sanku : Manzese,0.0,T141DKS
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Sanku : Manzese,"Tandale, Kinondoni, Dar es Salaam, Tanzania",Kadogoo,0.64,T141DKS
"Tandale, Kinondoni, Dar es Salaam, Tanzania",Kadogoo,"Tandale, Kinondoni, Dar es Salaam, Tanzania",Kadogoo,0.0,T141DKS
"Tandale, Kinondoni, Dar es Salaam, Tanzania",Kadogoo,"Ndugumbi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Ndugumbi, Kinondoni, Dar es Salaam, Tanzania",,"Azimio, Temeke, Dar es Salaam, Tanzania",Naima Mills,11.59,T141DKS
"Azimio, Temeke, Dar es Salaam, Tanzania",Naima Mills,"Charambe, Temeke, Dar es Salaam, Tanzania",Majid,7.43,T141DKS
"Charambe, Temeke, Dar es Salaam, Tanzania",Majid,"Charambe, Temeke, Dar es Salaam, Tanzania",Kelu Grain Miller,0.58,T141DKS
"Charambe, Temeke, Dar es Salaam, Tanzania",Kelu Grain Miller,"Charambe, Temeke, Dar es Salaam, Tanzania",,0.0,T141DKS
"Charambe, Temeke, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,22.91,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,21.38,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,18.93,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Sinza, Kinondoni, Dar es Salaam, Tanzania",,5.66,T141DKS
"Sinza, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,14.33,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.14,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.15,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Kibaha, Pwani, Tanzania",,26.55,T141DKS
"Kibaha, Pwani, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,45.6,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,3.4,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Sam Nujoma Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.81,T141DKS
"Sam Nujoma Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,13.81,T141DKS
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.64,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,22.6,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,13.01,T141DKS
"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,"Miburani, Temeke, Dar es Salaam, Tanzania",,10.18,T141DKS
"Miburani, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,3.67,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,0.86,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,0.08,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,1.2,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,1.05,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,3.08,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Mbagala, Temeke, Dar es Salaam, Tanzania",,9.34,T141DKS
"Mbagala, Temeke, Dar es Salaam, Tanzania",,"Mbagala, Temeke, Dar es Salaam, Tanzania",Sharifa,0.0,T141DKS
"Mbagala, Temeke, Dar es Salaam, Tanzania",Sharifa,"Charambe, Temeke, Dar es Salaam, Tanzania",Kelu Grain Miller,1.97,T141DKS
"Charambe, Temeke, Dar es Salaam, Tanzania",Kelu Grain Miller,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,23.36,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,17.95,T141DKS
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.49,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.44,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Tumbi, Kibaha, Pwani, Tanzania",Kiongozi Milling,22.35,T141DKS
"Tumbi, Kibaha, Pwani, Tanzania",Kiongozi Milling,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,39.1,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,1.67,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,1.66,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.65,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,15.64,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,4.63,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,6.52,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,4.07,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,6.23,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,3.24,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania",,10.85,T141DKS
"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania",,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,10.33,T141DKS
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.62,T141DKS
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,18.95,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,9.11,T141DKS
"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,"Bububu Street, Tandika, Temeke, Dar es Salaam, Tanzania",,10.1,T141DKS
"Bububu Street, Tandika, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,2.7,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,0.1,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,1.08,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",The New  Dawn M,4.9,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",The New  Dawn Mills,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,0.29,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Makangarawe, Temeke, Dar es Salaam, Tanzania",,0.0,T141DKS
"Makangarawe, Temeke, Dar es Salaam, Tanzania",,"Temeke, Dar es Salaam, Tanzania",,38.21,T141DKS
"Temeke, Dar es Salaam, Tanzania",,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,9.37,T141DKS
"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.95,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,7.83,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,5.74,T141DKS
"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,6.35,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,6.81,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Manzese, Kinondoni, Dar es Salaam, Tanzania",Sanku : Manzese,3.65,T141DKS
"Manzese, Kinondoni, Dar es Salaam, Tanzania",Sanku : Manzese,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,5.34,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,8.08,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,7.93,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,6.98,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,8.41,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,21.33,T141DKS
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.5,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.51,T141DKS
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania",,8.22,T141DKS
"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,9.46,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,6.69,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,7.62,T141DKS
"Makuburi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,7.15,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,19.62,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,18.4,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Msasani, Kinondoni, Dar es Salaam, Tanzania",,4.92,T141DKS
"Msasani, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,5.33,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,18.35,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.43,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,19.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,17.89,T141DKS
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.46,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,17.74,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,21.03,T141DKS
"A7, Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.53,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.08,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,19.73,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,0.0,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,3.34,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,4.06,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,0.06,T141DKS
"Ubungo, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,13.1,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Mbezi, Kinondoni, Dar es Salaam, Tanzania",,"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikochen,17.81,T141DKS
"Mikocheni, Kinondoni, Dar es Salaam, Tanzania",Sanku : Mikocheni,"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,9.69,T141DKS
"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,0.0,T141DKS
"Morogoro Road, Makurumla, Kinondoni, Dar es Salaam, Tanzania",,"Mikumi, Mzimuni, Kinondoni, Dar es Salaam, Tanzania",,1.79,T141DKS
