,Unnamed: 0,Start Location,End Time,End Location,Registration,Start Geofence,End Geofence,Trip Distance,Position Description
490,490,Mwembesongo,2023-10-25 15:26:02,Mwembesongo,T453EAJ,Sanku : Dodoma,Sanku : Dodoma,0.0,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania"
491,491,Mikocheni,2023-11-30 12:38:51,Mikocheni,T240EBJ,Out of Route,Out of Route,13.3,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania"
492,492,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",2024-01-04 16:05:31,"Uwanja wa Taifa, Morogoro Urban, Morogoro, Tanzania",T850DZQ,S.A Mills,Out of Route,3.6,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania"
493,493,"Mbezi, Kinondoni, Dar es Salaam, Tanzania",2023-10-27 18:23:05,Mikocheni,T250EBJ,Sanku : Dodoma,Out of Route,15.4,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania"
494,494,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",2024-01-03 16:36:12,"Ubungo, Kinondoni, Dar es Salaam, Tanzania",T258DXJ,Sanku : Mikocheni,Africa One Mill -B,43.9,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania"
495,495,Mwembesongo,2023-10-25 14:47:42,Mwembesongo,T862DQM,Bamato,Out of Route,5.6,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania"
496,496,"Bagamoyo Road, Kawe, Kinondoni, Dar es Salaam, Tanzania",2023-12-04 15:27:24,Mikocheni,T196DQG,Out of Route,Out of Route,9.3,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania"
497,497,"Kihonda, Morogoro Urban, Morogoro, Tanzania",2023-10-21 10:59:11,Kingolwira,T853DZQ,Out of Route,Sanku : Mwanza,2.6,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania"
498,498,Morogoro Road,2023-11-13 21:44:37,Morogoro Road,T257DXJ,Out of Route,Out of Route,3.1,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania"
499,499,Mikocheni,2024-01-03 15:22:05,Mikocheni,MC473DKX,Out of Route,Sanku : Mikocheni,0.0,"Morogoro Road, Kimara, Kinondoni, Dar es Salaam, Tanzania"
